condition,round,real_r,real_rmse,mean_snowdepth,fcf_mean,dry_percentage,optimized_r,optimized_rmse,random_r,random_rmse,fischerz
Banner 2021,0,0.41537871427426587,0.8915869451365991,1.4799944162368774,0.4972607487218201,0.8597460389137268,0.4201221330070349,1.3211076340060763,,,
fcf_s1_random,0,,,,,,,,0.37484494555808057,1.4039111296853977,0.0
fcf_s1_random,1,,,,,,,,0.15295039105647082,1.4177621457562481,0.0
fcf_s1_random,2,,,,,,,,-0.2124325982859162,1.4572313999619404,0.0
fcf_s1_random,3,,,,,,,,-0.009657823901911913,1.2395747085452935,0.0
fcf_s1_random,4,,,,,,,,0.29179868473678033,1.4155093662554523,0.0
fcf_s1_random,5,,,,,,,,0.09584106863364925,1.425101274962569,0.0
fcf_s1_random,6,,,,,,,,0.15637603553200116,1.4213402480926434,0.0
fcf_s1_random,7,,,,,,,,0.3128502549698135,1.0998048673006822,0.0
fcf_s1_random,8,,,,,,,,0.2879115643917994,1.3898877594160002,0.0
fcf_s1_random,9,,,,,,,,0.215286475354294,1.3081467910941393,0.0
fcf_s1_random,10,,,,,,,,-0.034289902701246204,1.1531125420338366,0.0
fcf_s1_random,11,,,,,,,,0.01654650885247815,1.3631316995925857,0.0
fcf_s1_random,12,,,,,,,,0.3084276458106512,1.3787573765471104,0.0
fcf_s1_random,13,,,,,,,,0.2830311719068046,1.4010539428216746,0.0
fcf_s1_random,14,,,,,,,,0.1514523766759559,1.3560314127368365,0.0
fcf_s1_random,15,,,,,,,,0.28962048831797477,1.4358919032827302,0.0
fcf_s1_random,16,,,,,,,,0.32131666393231273,1.4168468642496301,0.0
fcf_s1_random,17,,,,,,,,0.27996861098023057,1.4040956737032155,0.0
fcf_s1_random,18,,,,,,,,-0.1766321785039235,1.4811043992953181,0.0
fcf_s1_random,19,,,,,,,,0.21215798555085996,1.4382521625484261,0.0
fcf_s1_random,20,,,,,,,,0.10586921755345279,1.473576462626183,0.0
fcf_s1_random,21,,,,,,,,0.30789090570936994,1.4472901744763826,0.0
